js-analytics-click href,photo-box-img src,user-display-name,user-location,friend-count,friend-count 2,review-count,review-count 2,photo-count,icon_svg href 3,photo-count 2,arrange href,icon_svg href 4,action-link_label,arrange href 2,action-link_label 2,arrange href 3,action-link_label 3,arrange href 4,action-link_label 4,arrange href 5,action-link_label 5,arrange href 6,action-link_label 6,offscreen src,rating-qualifier,review-tags_item,icon_svg href 10,review-content,photo-box-img src 2,biz-shim href,voting-intro,js-review-feedback-voter-list,js-review-feedback-voter-list href,vote-type,count,vote-type 2,vote-type 3,u-space-b3,u-space-b3 src,u-space-b2,ybtn,js-maybe-later-button,chiclet-link href,tooltip,count 2,photo-box-overlay_caption
https://www.yelp.com/user_details?userid=B8VbRjnMzhLLVIdy6TlCsA,https://s3-media3.fl.yelpcdn.com/photo/fuem5KnYUfe_NQR2hW2R7A/60s.jpg,Abina G.,"Chicago, IL",friends,16,reviews,94,photos,[object Object],234,https://www.yelp.com/biz_share/t_BZAP2OCpLdapTL9Yp5uA/review/U8uQkfIvCwpmQn5HYBCb-A,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=U8uQkfIvCwpmQn5HYBCb-A&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40&user_id=B8VbRjnMzhLLVIdy6TlCsA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=B8VbRjnMzhLLVIdy6TlCsA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40,Send message,https://www.yelp.com/following_user/add?dst_user_id=B8VbRjnMzhLLVIdy6TlCsA&previous_url=https://www.yelp.com/biz/kusanya-cafe-chicago?start=40,Follow Abina G.,https://www.yelp.com/following_user/remove?dst_user_id=B8VbRjnMzhLLVIdy6TlCsA&previous_url=https://www.yelp.com/biz/kusanya-cafe-chicago?start=40,Stop following Abina G.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,9/24/2014,63 check-ins,[object Object],"Nice addition to neighborhood. Coffees have great flavor- smooth without bitter aftertaste. They also have smoothies, sandwiches, salads and breakfast options. They also have yoga on Monday evenings and host a variety of other community events including poetry readings, storytelling and music performances. Love the pay it forward option.",,,2 people voted for this review,,,Useful,2,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=t_BZAP2OCpLdapTL9Yp5uA&flag_id=U8uQkfIvCwpmQn5HYBCb-A&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40,Report review,1,
https://www.yelp.com/user_details?userid=SY1drurShWdIfQWnSEtAYQ,https://s3-media2.fl.yelpcdn.com/photo/2E4X1SdY9BNLKRUVNHdOGg/60s.jpg,Cory P.,"Chicago, IL",friends,0,reviews,18,photos,[object Object],3,https://www.yelp.com/biz_share/t_BZAP2OCpLdapTL9Yp5uA/review/QgWo19eCMwN6roW_rSARcQ,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=QgWo19eCMwN6roW_rSARcQ&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40&user_id=SY1drurShWdIfQWnSEtAYQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=SY1drurShWdIfQWnSEtAYQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40,Send message,https://www.yelp.com/following_user/add?dst_user_id=SY1drurShWdIfQWnSEtAYQ&previous_url=https://www.yelp.com/biz/kusanya-cafe-chicago?start=40,Follow Cory P.,https://www.yelp.com/following_user/remove?dst_user_id=SY1drurShWdIfQWnSEtAYQ&previous_url=https://www.yelp.com/biz/kusanya-cafe-chicago?start=40,Stop following Cory P.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,8/24/2015,,,"Love this little cafe.  Sandwiches are delicious, I will be visiting here on a regular basis.  Only issue is there is only street parking and there are no other options besides sandwiches and wraps.  The day old donuts are even delicious.  Glad to see a black owned business in this neighborhood that's not rundown or a liquor store",,,5 people voted for this review,,,Useful,4,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=t_BZAP2OCpLdapTL9Yp5uA&flag_id=QgWo19eCMwN6roW_rSARcQ&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40,Report review,2,
https://www.yelp.com/user_details?userid=1TSZKoZEWwd65DKHRBPcVw,https://s3-media4.fl.yelpcdn.com/photo/CBVhFdSSOaF47cWx7vWotA/60s.jpg,Chevy R.,"Chicago, IL",friends,3,reviews,74,photos,[object Object],46,https://www.yelp.com/biz_share/t_BZAP2OCpLdapTL9Yp5uA/review/XoGugFeAg_nLeBFELXPlUg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=XoGugFeAg_nLeBFELXPlUg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40&user_id=1TSZKoZEWwd65DKHRBPcVw,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=1TSZKoZEWwd65DKHRBPcVw&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40,Send message,https://www.yelp.com/following_user/add?dst_user_id=1TSZKoZEWwd65DKHRBPcVw&previous_url=https://www.yelp.com/biz/kusanya-cafe-chicago?start=40,Follow Chevy R.,https://www.yelp.com/following_user/remove?dst_user_id=1TSZKoZEWwd65DKHRBPcVw&previous_url=https://www.yelp.com/biz/kusanya-cafe-chicago?start=40,Stop following Chevy R.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,1/2/2015,,,"I appreciate this place for being bold enough to be located in such community!! I did a counseling session here, that's how nice it is! I'll be back!;)",https://s3-media2.fl.yelpcdn.com/bphoto/bKutI2xfT2jNXc_zzEu-tQ/348s.jpg,https://www.yelp.com/biz_photos/kusanya-cafe-chicago?reviewid=XoGugFeAg_nLeBFELXPlUg&select=bKutI2xfT2jNXc_zzEu-tQ,1 person voted for this review,,,Useful,1,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=t_BZAP2OCpLdapTL9Yp5uA&flag_id=XoGugFeAg_nLeBFELXPlUg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40,Report review,,Coco & tea makes counseling easy & fun!
https://www.yelp.com/user_details?userid=O85Q2Mra4FMBvqgK3Ni2mg,https://s3-media3.fl.yelpcdn.com/photo/3gBgLNDMgNY-CrjgPgqu6g/60s.jpg,Stephanie S.,"Schaumburg, IL",friends,48,reviews,9,photo,[object Object],1,https://www.yelp.com/biz_share/t_BZAP2OCpLdapTL9Yp5uA/review/CT7xO6AiIHIr9cpE6clfsg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=CT7xO6AiIHIr9cpE6clfsg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40&user_id=O85Q2Mra4FMBvqgK3Ni2mg,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=O85Q2Mra4FMBvqgK3Ni2mg&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40,Send message,https://www.yelp.com/following_user/add?dst_user_id=O85Q2Mra4FMBvqgK3Ni2mg&previous_url=https://www.yelp.com/biz/kusanya-cafe-chicago?start=40,Follow Stephanie S.,https://www.yelp.com/following_user/remove?dst_user_id=O85Q2Mra4FMBvqgK3Ni2mg&previous_url=https://www.yelp.com/biz/kusanya-cafe-chicago?start=40,Stop following Stephanie S.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,4/14/2015,,,"This was one of the best tomato basil mozzarella sandwiches I have eaten in a long while. Crisp bread, great balsamic vinegar dressing and fresh ingredients. My latte was also excellent - wonderfully made with very flavorful coffee. Will be back again!",https://s3-media2.fl.yelpcdn.com/bphoto/BIk46qVPv3V8GyAyjk94Vw/348s.jpg,https://www.yelp.com/biz_photos/kusanya-cafe-chicago?reviewid=CT7xO6AiIHIr9cpE6clfsg&select=BIk46qVPv3V8GyAyjk94Vw,Was this review …?,,,Useful,,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=t_BZAP2OCpLdapTL9Yp5uA&flag_id=CT7xO6AiIHIr9cpE6clfsg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40,Report review,,My great coffee.
https://www.yelp.com/user_details?userid=7R0t1kIxomvkpGocIX8kAQ,https://s3-media4.fl.yelpcdn.com/photo/7U-gzoQtPxmHB-3p4WG7Uw/60s.jpg,Tenesha M.,"Chicago, IL",friends,173,reviews,14,photos,[object Object],12,https://www.yelp.com/biz_share/t_BZAP2OCpLdapTL9Yp5uA/review/FUzxek5XSn5XIh4EnBwATw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=FUzxek5XSn5XIh4EnBwATw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40&user_id=7R0t1kIxomvkpGocIX8kAQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=7R0t1kIxomvkpGocIX8kAQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40,Send message,https://www.yelp.com/following_user/add?dst_user_id=7R0t1kIxomvkpGocIX8kAQ&previous_url=https://www.yelp.com/biz/kusanya-cafe-chicago?start=40,Follow Tenesha M.,https://www.yelp.com/following_user/remove?dst_user_id=7R0t1kIxomvkpGocIX8kAQ&previous_url=https://www.yelp.com/biz/kusanya-cafe-chicago?start=40,Stop following Tenesha M.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,11/14/2015,,,Awesome decor and comfortable feel! Food service is extremely slow! Super slow... Smh... I guess thats why they have the books... Speed up the food and its a five star for me!! Oh food and drinks are good!,,,1 person voted for this review,,,Useful,1,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=t_BZAP2OCpLdapTL9Yp5uA&flag_id=FUzxek5XSn5XIh4EnBwATw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40,Report review,,
https://www.yelp.com/user_details?userid=7rRgMYBdpsUBLYnKCzeApQ,https://s3-media4.fl.yelpcdn.com/photo/mA8BnoZCmeENUf-ruqEWVA/60s.jpg,Asenath N.,"Chicago, IL",friends,113,reviews,362,photos,[object Object],195,https://www.yelp.com/biz_share/t_BZAP2OCpLdapTL9Yp5uA/review/kg2PUqulYbYFay1dw383Iw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=kg2PUqulYbYFay1dw383Iw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40&user_id=7rRgMYBdpsUBLYnKCzeApQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=7rRgMYBdpsUBLYnKCzeApQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40,Send message,https://www.yelp.com/following_user/add?dst_user_id=7rRgMYBdpsUBLYnKCzeApQ&previous_url=https://www.yelp.com/biz/kusanya-cafe-chicago?start=40,Follow Asenath N.,https://www.yelp.com/following_user/remove?dst_user_id=7rRgMYBdpsUBLYnKCzeApQ&previous_url=https://www.yelp.com/biz/kusanya-cafe-chicago?start=40,Stop following Asenath N.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,8/21/2014,1 check-in,[object Object],My co-workers ordered from here a couple of times and I'm always impress. The sandwiches and soup are great! Is a really nice place to have close to work. The prices are fair also.  I plan to stop there one day for a donut at breakfast time.,,,voted for this review,Sarah P.,javascript:;,Useful,1,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=t_BZAP2OCpLdapTL9Yp5uA&flag_id=kg2PUqulYbYFay1dw383Iw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40,Report review,,
https://www.yelp.com/user_details?userid=9zG2PRZnMGe5F29a5NK6Rw,https://s3-media2.fl.yelpcdn.com/photo/QDfkj8jOBv5YvkdhwAqpNA/60s.jpg,Will M.,"Chicago, IL",friends,49,reviews,245,photos,[object Object],7,https://www.yelp.com/biz_share/t_BZAP2OCpLdapTL9Yp5uA/review/SyXOQeEtD73fDr8GqgvYNA,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=SyXOQeEtD73fDr8GqgvYNA&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40&user_id=9zG2PRZnMGe5F29a5NK6Rw,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=9zG2PRZnMGe5F29a5NK6Rw&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40,Send message,https://www.yelp.com/following_user/add?dst_user_id=9zG2PRZnMGe5F29a5NK6Rw&previous_url=https://www.yelp.com/biz/kusanya-cafe-chicago?start=40,Follow Will M.,https://www.yelp.com/following_user/remove?dst_user_id=9zG2PRZnMGe5F29a5NK6Rw&previous_url=https://www.yelp.com/biz/kusanya-cafe-chicago?start=40,Stop following Will M.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,8/31/2015,,,"Wow, so good.  this place has great bbq chicken sandwich, fresh squeezed orange juice, and is a non profit.",,,1 person voted for this review,,,Useful,1,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=t_BZAP2OCpLdapTL9Yp5uA&flag_id=SyXOQeEtD73fDr8GqgvYNA&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40,Report review,1,
https://www.yelp.com/user_details?userid=UKP1edluv1al5FL6stJ3xQ,https://s3-media3.fl.yelpcdn.com/photo/pa3aIKRULD7VHn0xVYt6nw/60s.jpg,Terrell C.,"Washington Park, Chicago, IL",friends,7,review,1,photos,[object Object],3,https://www.yelp.com/biz_share/t_BZAP2OCpLdapTL9Yp5uA/review/jHcMOVgkFJBrT-i6_RrSZA,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=jHcMOVgkFJBrT-i6_RrSZA&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40&user_id=UKP1edluv1al5FL6stJ3xQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=UKP1edluv1al5FL6stJ3xQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40,Send message,https://www.yelp.com/following_user/add?dst_user_id=UKP1edluv1al5FL6stJ3xQ&previous_url=https://www.yelp.com/biz/kusanya-cafe-chicago?start=40,Follow Terrell C.,https://www.yelp.com/following_user/remove?dst_user_id=UKP1edluv1al5FL6stJ3xQ&previous_url=https://www.yelp.com/biz/kusanya-cafe-chicago?start=40,Stop following Terrell C.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,4/9/2014,1 check-in,[object Object],"Great place to eat and hang out! I had the barbecue chicken salad sandwich, I know sounds weird right? It was delicious! Great atmosphere and it isn't simply an escape from the surround neighborhood but celebrates all that's good in the hood.",https://s3-media4.fl.yelpcdn.com/bphoto/IjQ3uAjxxI0szYTziqaRyw/348s.jpg,https://www.yelp.com/biz_photos/kusanya-cafe-chicago?reviewid=jHcMOVgkFJBrT-i6_RrSZA&select=IjQ3uAjxxI0szYTziqaRyw,2 people voted for this review,,,Useful,2,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=t_BZAP2OCpLdapTL9Yp5uA&flag_id=jHcMOVgkFJBrT-i6_RrSZA&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40,Report review,,
https://www.yelp.com/user_details?userid=Sv1vy-Ym0rRnm7zdPjAyNQ,https://s3-media4.fl.yelpcdn.com/photo/R04Z59cx7J190igNkMQq1Q/60s.jpg,Oscar S.,"Chicago, IL",friends,93,reviews,323,photos,[object Object],135,https://www.yelp.com/biz_share/t_BZAP2OCpLdapTL9Yp5uA/review/5RTzIaJaMWdv6-cmD5Es4A,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=5RTzIaJaMWdv6-cmD5Es4A&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40&user_id=Sv1vy-Ym0rRnm7zdPjAyNQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=Sv1vy-Ym0rRnm7zdPjAyNQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40,Send message,https://www.yelp.com/following_user/add?dst_user_id=Sv1vy-Ym0rRnm7zdPjAyNQ&previous_url=https://www.yelp.com/biz/kusanya-cafe-chicago?start=40,Follow Oscar S.,https://www.yelp.com/following_user/remove?dst_user_id=Sv1vy-Ym0rRnm7zdPjAyNQ&previous_url=https://www.yelp.com/biz/kusanya-cafe-chicago?start=40,Stop following Oscar S.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,11/22/2014,1 check-in,[object Object],What a nice place!!!!! Everything I tried was really good.Loooooved the baked oatmeal.You know they put in effort.Their food and service reflects that.I wish them much success.I'll definetely return.Wish there was a cafe like this by my house!!!! lol,,,Was this review …?,,,Useful,,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=t_BZAP2OCpLdapTL9Yp5uA&flag_id=5RTzIaJaMWdv6-cmD5Es4A&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40,Report review,,
https://www.yelp.com/user_details?userid=_0FoPvVGFGbhrQG-1Bqh3w,https://s3-media1.fl.yelpcdn.com/photo/H4lWnA734lAnicYG1dyZIw/60s.jpg,Mellissa K.,"Chicago, IL",friends,11,reviews,84,photos,[object Object],25,https://www.yelp.com/biz_share/t_BZAP2OCpLdapTL9Yp5uA/review/yVZHv2E2sqyum5Ml6c4xQg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=yVZHv2E2sqyum5Ml6c4xQg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40&user_id=_0FoPvVGFGbhrQG-1Bqh3w,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=_0FoPvVGFGbhrQG-1Bqh3w&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40,Send message,https://www.yelp.com/following_user/add?dst_user_id=_0FoPvVGFGbhrQG-1Bqh3w&previous_url=https://www.yelp.com/biz/kusanya-cafe-chicago?start=40,Follow Mellissa K.,https://www.yelp.com/following_user/remove?dst_user_id=_0FoPvVGFGbhrQG-1Bqh3w&previous_url=https://www.yelp.com/biz/kusanya-cafe-chicago?start=40,Stop following Mellissa K.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,10/3/2014,,,"This is a really nice cafe with a great vibe. The overall ambiance was great with the music in the background and the artistic look to the place with the seating. A variety of coffee, teas, and also some sandwiches, including French Toast. I had the French toast which was delicious and the OJ was freshly squeezed and just as delicious! Quality service.",,,Was this review …?,,,Useful,,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=t_BZAP2OCpLdapTL9Yp5uA&flag_id=yVZHv2E2sqyum5Ml6c4xQg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40,Report review,,
https://www.yelp.com/user_details?userid=ZyINteDUSGjQEQVyDuSdKA,https://s3-media4.fl.yelpcdn.com/photo/f5j7U5Zw_6ky0ozmOp2-5A/60s.jpg,Marco D.,"Warehouse District, New Orleans, LA",friends,35,reviews,11,photos,[object Object],3,https://www.yelp.com/biz_share/t_BZAP2OCpLdapTL9Yp5uA/review/SH8DgVEYwMIyZD5XR23HmA,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=SH8DgVEYwMIyZD5XR23HmA&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40&user_id=ZyINteDUSGjQEQVyDuSdKA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=ZyINteDUSGjQEQVyDuSdKA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40,Send message,https://www.yelp.com/following_user/add?dst_user_id=ZyINteDUSGjQEQVyDuSdKA&previous_url=https://www.yelp.com/biz/kusanya-cafe-chicago?start=40,Follow Marco D.,https://www.yelp.com/following_user/remove?dst_user_id=ZyINteDUSGjQEQVyDuSdKA&previous_url=https://www.yelp.com/biz/kusanya-cafe-chicago?start=40,Stop following Marco D.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,5/2/2014,24 check-ins,[object Object],I just can't find a better Americano anywhere in the city. Locally brewed in Englewood.  The pay it forward for $2 is a beautiful system for paying for a strangers coffee that comes in after you. Make sure you do that!,https://s3-media3.fl.yelpcdn.com/bphoto/pAMk6x6Ei_tDkPfh5nEQ-g/168s.jpg,https://www.yelp.com/biz_photos/kusanya-cafe-chicago?reviewid=SH8DgVEYwMIyZD5XR23HmA&select=pAMk6x6Ei_tDkPfh5nEQ-g,1 person voted for this review,,,Useful,,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=t_BZAP2OCpLdapTL9Yp5uA&flag_id=SH8DgVEYwMIyZD5XR23HmA&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fkusanya-cafe-chicago%3Fstart%3D40,Report review,1,The supafly is the way to go.
