js-analytics-click href,photo-box-img src,user-display-name,user-location,friend-count,friend-count 2,review-count,review-count 2,photo-count,icon_svg href 3,photo-count 2,arrange href,icon_svg href 4,action-link_label,arrange href 2,action-link_label 2,arrange href 3,action-link_label 3,arrange href 4,action-link_label 4,arrange href 5,action-link_label 5,arrange href 6,action-link_label 6,offscreen src,rating-qualifier,review-content,voting-intro,vote-type,vote-type 2,vote-type 3,u-space-b3,u-space-b3 src,u-space-b2,ybtn,js-maybe-later-button,chiclet-link href,tooltip,icon_svg href 14,count,count 2,count 3
https://www.yelp.com/user_details?userid=G02GyvqImeJYIKWEHmI3zg,https://s3-media3.fl.yelpcdn.com/photo/12ro5Sc27WUDgCmjaSZfwA/60s.jpg,Jessica L.,"Chicago, IL",friends,155,reviews,9,photos,[object Object],6,https://www.yelp.com/biz_share/8GsdzHZo31TGQFaJQWS5Ag/review/KvQdSKd06zefTNQAJ1zlKg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=KvQdSKd06zefTNQAJ1zlKg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20&user_id=G02GyvqImeJYIKWEHmI3zg,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=G02GyvqImeJYIKWEHmI3zg&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=G02GyvqImeJYIKWEHmI3zg&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Follow Jessica L.,https://www.yelp.com/following_user/remove?dst_user_id=G02GyvqImeJYIKWEHmI3zg&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Stop following Jessica L.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,1/30/2017,"I just recently hosted an event at Gallery Cafe and loved every bit of my experience there. Geno is so nice and accommodating and the staff is super friendly and knowledgeable. The atmosphere was perfect for my meetup for about 25 guests. Everyone at the event complimented all of the artwork, the taste of the coffee (seriously, that Turtle Latte is the TRUTH!) and the overall relaxed vibe. Geno and his staff went out of their way to make sure that we were comfortable, fully caffeinated and that we were enjoying ourselves. Seriously, one of the best cafe's in the city!",Was this review …?,Useful,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=8GsdzHZo31TGQFaJQWS5Ag&flag_id=KvQdSKd06zefTNQAJ1zlKg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Report review,,,,
https://www.yelp.com/user_details?userid=m663w69UN0LH9A8BVXrvLw,https://s3-media3.fl.yelpcdn.com/photo/pukPJtYOXW3ZTPEN3WzZiQ/60s.jpg,Tiffany L.,"Bloomington, IL",friends,8,reviews,3,photo,[object Object],1,https://www.yelp.com/biz_share/8GsdzHZo31TGQFaJQWS5Ag/review/h67Onjcur07PvDsF0gMaKA,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=h67Onjcur07PvDsF0gMaKA&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20&user_id=m663w69UN0LH9A8BVXrvLw,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=m663w69UN0LH9A8BVXrvLw&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=m663w69UN0LH9A8BVXrvLw&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Follow Tiffany L.,https://www.yelp.com/following_user/remove?dst_user_id=m663w69UN0LH9A8BVXrvLw&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Stop following Tiffany L.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,6/23/2017,"the place has greatly improved ever since new management took over! creative atmosphere with local artists' pieces featured on the walls for sale and succulents at all the tables, delicious food and drinks for $5, strong wifi, great music, big windows make for lots of natural light and a view for people-watching :)",Was this review …?,Useful,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=8GsdzHZo31TGQFaJQWS5Ag&flag_id=h67Onjcur07PvDsF0gMaKA&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Report review,,,,
https://www.yelp.com/user_details?userid=V2LzSKgfyzY07U1DRGzfmw,https://s3-media4.fl.yelpcdn.com/photo/luU3m6ggOB5gl2Di28hfAg/60s.jpg,Kateryna G.,"Chicago, IL",friends,97,reviews,493,photos,[object Object],600,https://www.yelp.com/biz_share/8GsdzHZo31TGQFaJQWS5Ag/review/8aT0gIG3IK1xhZ_VHjXVmA,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=8aT0gIG3IK1xhZ_VHjXVmA&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20&user_id=V2LzSKgfyzY07U1DRGzfmw,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=V2LzSKgfyzY07U1DRGzfmw&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=V2LzSKgfyzY07U1DRGzfmw&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Follow Kateryna G.,https://www.yelp.com/following_user/remove?dst_user_id=V2LzSKgfyzY07U1DRGzfmw&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Stop following Kateryna G.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,7/30/2015,"I've been there a total of three times and every time my coffee tasted like an ashtray. Not only the coffee is terrible, the service is even worse. The owner is rude and incompetent. The last time I was the only person at the shop and I had to repeat 4 times that I wanted a vanilla biscotti, not chocolate, for which I got an eye roll as though my order was a huge bother to her. PS Also there is a $5 min on debit/credit cards. Considering a coffee there is under $5, it always forces you to buy something else.",1 person voted for this review,Useful,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=8GsdzHZo31TGQFaJQWS5Ag&flag_id=8aT0gIG3IK1xhZ_VHjXVmA&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Report review,,1,,
https://www.yelp.com/user_details?userid=uq6QX1ZblL_--Kdmb88Kmg,https://s3-media1.fl.yelpcdn.com/photo/oT5NuAGpAivoWswmfsOv4Q/60s.jpg,Ingrid O.,"Homestead, FL",friend,1,reviews,7,photos,[object Object],10,https://www.yelp.com/biz_share/8GsdzHZo31TGQFaJQWS5Ag/review/1x05B6SmihPZvLwBZpTb_Q,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=1x05B6SmihPZvLwBZpTb_Q&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20&user_id=uq6QX1ZblL_--Kdmb88Kmg,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=uq6QX1ZblL_--Kdmb88Kmg&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=uq6QX1ZblL_--Kdmb88Kmg&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Follow Ingrid O.,https://www.yelp.com/following_user/remove?dst_user_id=uq6QX1ZblL_--Kdmb88Kmg&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Stop following Ingrid O.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,6/10/2017,Awesome spot for the early bird. Wonderful art on the walls and great service - you may sit outside too.  thumbs up. Great latte and menu,Was this review …?,Useful,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=8GsdzHZo31TGQFaJQWS5Ag&flag_id=1x05B6SmihPZvLwBZpTb_Q&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Report review,[object Object],,,
https://www.yelp.com/user_details?userid=uSH5Jo545KOTw2Vro2QGEg,https://s3-media2.fl.yelpcdn.com/photo/feSNfUpP7zg7q0c3grE9_A/60s.jpg,Lydia C.,"Chicago, IL",friends,293,reviews,3,,,,https://www.yelp.com/biz_share/8GsdzHZo31TGQFaJQWS5Ag/review/5FpfA_vlrPKXFdAG6FyIdQ,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=5FpfA_vlrPKXFdAG6FyIdQ&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20&user_id=uSH5Jo545KOTw2Vro2QGEg,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=uSH5Jo545KOTw2Vro2QGEg&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=uSH5Jo545KOTw2Vro2QGEg&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Follow Lydia C.,https://www.yelp.com/following_user/remove?dst_user_id=uSH5Jo545KOTw2Vro2QGEg&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Stop following Lydia C.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,5/10/2017,"This place is such a gem! Both the coffee and the people are wonderful. The breakfast sandwiches are my favorite - very filling and large portions. Most of all, the vibes are super chill and the staff is always friendly and welcoming. I love that they support artists and musicians, and they are continuously engaged with the local community. Highly recommend!",Was this review …?,Useful,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=8GsdzHZo31TGQFaJQWS5Ag&flag_id=5FpfA_vlrPKXFdAG6FyIdQ&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Report review,,,,
https://www.yelp.com/user_details?userid=L6-nCU2crqXwISzmLaB0WQ,https://s3-media2.fl.yelpcdn.com/photo/mzVgD0SHmYPbV1iMDhGpVg/60s.jpg,Anna D.,"Chicago, IL",friends,0,reviews,5,photos,[object Object],2,https://www.yelp.com/biz_share/8GsdzHZo31TGQFaJQWS5Ag/review/0ZpiAG9kexQLgan8qXsing,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=0ZpiAG9kexQLgan8qXsing&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20&user_id=L6-nCU2crqXwISzmLaB0WQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=L6-nCU2crqXwISzmLaB0WQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=L6-nCU2crqXwISzmLaB0WQ&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Follow Anna D.,https://www.yelp.com/following_user/remove?dst_user_id=L6-nCU2crqXwISzmLaB0WQ&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Stop following Anna D.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,1/12/2016,"Eh probably won't come back, the employees were very kind, so they get a  4 star review, but the latte was awful, espresso is supposed to be a little sweet and slightly bitter the milk foamy and creamy. This espresso tasted of cleaner and burnt. I don't know if it was burnt in roasting or what but I don't think it was done well at all. Because after the third remake of the drink it was bad. Try changing out the beans or something? The sandwich was just bland, not a lot of flavor and when you see avocado expect the worlds smallest smear if the stuff. I just wish it had something more to it, or even just more avocado. I don't think I will make an effort to go back in to The Gallery Cafe, which is sad because I was so excited to finally try this place. Oh well, I guess there are people who like it or it wouldn't be in business. Well on to the next coffee shop I guess.",2 people voted for this review,Useful,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=8GsdzHZo31TGQFaJQWS5Ag&flag_id=0ZpiAG9kexQLgan8qXsing&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Report review,,2,,
https://www.yelp.com/user_details?userid=2pO6pbAYhckI8jBxf-pZEQ,https://s3-media1.fl.yelpcdn.com/photo/zCYR5usO9fZnZ9rbfQEUwA/60s.jpg,Nikita T.,"Ann Arbor, MI",friends,156,reviews,3,,,,https://www.yelp.com/biz_share/8GsdzHZo31TGQFaJQWS5Ag/review/lF8u_I6LVgib99vnkLXnMw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=lF8u_I6LVgib99vnkLXnMw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20&user_id=2pO6pbAYhckI8jBxf-pZEQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=2pO6pbAYhckI8jBxf-pZEQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=2pO6pbAYhckI8jBxf-pZEQ&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Follow Nikita T.,https://www.yelp.com/following_user/remove?dst_user_id=2pO6pbAYhckI8jBxf-pZEQ&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Stop following Nikita T.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,4/26/2017,"The staff here are passionate and knowledgeable about the coffee they roast in-house and serve! Not to mention they are super accommodating, and friendly. It's super awesome to see the roaster at work, and it gives off a delightful smell. The coffee and the smoothies at Gallery are really delicious, and so are the pastries, which are made locally! There's a lot of great art covering the walls as well making it a cozy and cool place to hang out and do work. The location of the cafe is also super accessible. There's a bus stop right in front and is only a couple blocks away from the blue line!",Was this review …?,Useful,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=8GsdzHZo31TGQFaJQWS5Ag&flag_id=lF8u_I6LVgib99vnkLXnMw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Report review,,,,
https://www.yelp.com/user_details?userid=9DUW1b8w2w_dIyHk1Ox7yA,https://s3-media4.fl.yelpcdn.com/photo/g6wwTOJhyxKlKAar5CkHoA/60s.jpg,Monica U.,"Chicago, IL",friends,210,reviews,6,,,,https://www.yelp.com/biz_share/8GsdzHZo31TGQFaJQWS5Ag/review/uVE86Ka-h7rY6wPW9kMpTA,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=uVE86Ka-h7rY6wPW9kMpTA&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20&user_id=9DUW1b8w2w_dIyHk1Ox7yA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=9DUW1b8w2w_dIyHk1Ox7yA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=9DUW1b8w2w_dIyHk1Ox7yA&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Follow Monica U.,https://www.yelp.com/following_user/remove?dst_user_id=9DUW1b8w2w_dIyHk1Ox7yA&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Stop following Monica U.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,4/7/2017,"I love the Gallery Cafe.  Its the perfect stop for a quick bite or coffee.  I work across the street, and Gallery Cafe gets me caffeinated and ready to go for the day!  Try their power monkey (its too good!)",Was this review …?,Useful,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=8GsdzHZo31TGQFaJQWS5Ag&flag_id=uVE86Ka-h7rY6wPW9kMpTA&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Report review,,,,
https://www.yelp.com/user_details?userid=rQ5lLhqpQYsCAQJhYtSZFA,https://s3-media4.fl.yelpcdn.com/photo/uLSAQD0OYF0XwfiUkJjxyw/60s.jpg,Simone E.,"Brooklyn, NY",friends,109,reviews,2,,,,https://www.yelp.com/biz_share/8GsdzHZo31TGQFaJQWS5Ag/review/SbKqw-Q-S8Vwkasn59LYcQ,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=SbKqw-Q-S8Vwkasn59LYcQ&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20&user_id=rQ5lLhqpQYsCAQJhYtSZFA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=rQ5lLhqpQYsCAQJhYtSZFA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=rQ5lLhqpQYsCAQJhYtSZFA&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Follow Simone E.,https://www.yelp.com/following_user/remove?dst_user_id=rQ5lLhqpQYsCAQJhYtSZFA&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Stop following Simone E.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,2/8/2017,"Solid coffee shop if you need to get some work done and want a killer breakfast sandwich. Everyone who works here is sweet, wifi is strong, and overall it's a cozy atmosphere.",Was this review …?,Useful,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=8GsdzHZo31TGQFaJQWS5Ag&flag_id=SbKqw-Q-S8Vwkasn59LYcQ&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Report review,,,,
https://www.yelp.com/user_details?userid=ePjU-sGFNCZyuixuV5JzEA,https://s3-media1.fl.yelpcdn.com/photo/yD-K8q7cbfAfP_w0wMBHOA/60s.jpg,Rae B.,"Chicago, IL",friends,12,reviews,3,,,,https://www.yelp.com/biz_share/8GsdzHZo31TGQFaJQWS5Ag/review/b-JHTakADjoNbRg5fO8pMw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=b-JHTakADjoNbRg5fO8pMw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20&user_id=ePjU-sGFNCZyuixuV5JzEA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=ePjU-sGFNCZyuixuV5JzEA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=ePjU-sGFNCZyuixuV5JzEA&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Follow Rae B.,https://www.yelp.com/following_user/remove?dst_user_id=ePjU-sGFNCZyuixuV5JzEA&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Stop following Rae B.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,2/23/2017,"Good drinks, very expensive. Paid $15 for a small wrap ( which was advertised to come with chips and did not) and a double cappuccino. The wrap was good but not anything to rave about",Was this review …?,Useful,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=8GsdzHZo31TGQFaJQWS5Ag&flag_id=b-JHTakADjoNbRg5fO8pMw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Report review,,,,
https://www.yelp.com/user_details?userid=rl3qSq0WCnj6IcmfaayTxA,https://s3-media2.fl.yelpcdn.com/photo/cBgCBkZkZ5cER3_dUh4-Kg/60s.jpg,Mike M.,"Chicago, IL",friends,12,reviews,40,photos,[object Object],4,https://www.yelp.com/biz_share/8GsdzHZo31TGQFaJQWS5Ag/review/q-7J2KYDb7gOITWXfWAJAg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=q-7J2KYDb7gOITWXfWAJAg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20&user_id=rl3qSq0WCnj6IcmfaayTxA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=rl3qSq0WCnj6IcmfaayTxA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=rl3qSq0WCnj6IcmfaayTxA&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Follow Mike M.,https://www.yelp.com/following_user/remove?dst_user_id=rl3qSq0WCnj6IcmfaayTxA&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Stop following Mike M.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,9/19/2015,"Come for the breakfast sandwiches, they are fresh and have some of the fluffiest, most delicious eggs I've ever purchased. Consistently great breakfast sandwiches, with healthy options and whole grain bread on the menu.The selection of pastries and random assorted garbage is lacking, which is fine by me. Decent cold beverage selection. Ambiance not quite as cozy or comfortable as some coffee shops. They recently added a bit more art to conform to their name. Overall, this is a go to spot for me and just close enough that I go out of the way to get to it.",1 person voted for this review,Useful,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=8GsdzHZo31TGQFaJQWS5Ag&flag_id=q-7J2KYDb7gOITWXfWAJAg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Report review,[object Object],1,1,
https://www.yelp.com/user_details?userid=M16CHGUXgxxv-8rakkgi3w,https://s3-media4.fl.yelpcdn.com/photo/V0h3C-LLfrXlm2RIn-lEJQ/60s.jpg,Dom D.,"Chicago, IL",friends,0,reviews,5,,,,https://www.yelp.com/biz_share/8GsdzHZo31TGQFaJQWS5Ag/review/YvXPJR-0E6vjxR4egPDl-A,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=YvXPJR-0E6vjxR4egPDl-A&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20&user_id=M16CHGUXgxxv-8rakkgi3w,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=M16CHGUXgxxv-8rakkgi3w&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=M16CHGUXgxxv-8rakkgi3w&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Follow Dom D.,https://www.yelp.com/following_user/remove?dst_user_id=M16CHGUXgxxv-8rakkgi3w&previous_url=https://www.yelp.com/biz/gallery-cafe-chicago?start=20,Stop following Dom D.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,1/10/2016,"Go there for the sandwiches. I've only had the drip coffee which is fine, does the job. The breakfast sandwiches though. Fantastic. Fresh eggs, delicious bacon, on whatever bread you want. The focaccia was fresh and was great with the Davinci sandwich.Another pro, it's not a cluster like so many other places in the neighborhood. If you're not looking for the full wicker park brunch experience and just want a good old fashioned cafe experience, then this is it for you.",Was this review …?,Useful,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=8GsdzHZo31TGQFaJQWS5Ag&flag_id=YvXPJR-0E6vjxR4egPDl-A&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgallery-cafe-chicago%3Fstart%3D20,Report review,,,,
