js-analytics-click href,photo-box-img src,user-display-name,user-location,friend-count,friend-count 2,review-count,review-count 2,photo-count,icon_svg href 3,photo-count 2,is-elite,is-elite href,arrange href,icon_svg href 4,action-link_label,arrange href 2,action-link_label 2,arrange href 3,action-link_label 3,arrange href 4,action-link_label 4,arrange href 5,action-link_label 5,arrange href 6,action-link_label 6,offscreen src,rating-qualifier,review-tags_item,icon_svg href 11,review-content,voting-intro,js-review-feedback-voter-list,js-review-feedback-voter-list href,vote-type,count,vote-type 2,vote-type 3,u-space-b3,u-space-b3 src,u-space-b2,ybtn,js-maybe-later-button,chiclet-link href,tooltip,photo-box-img src 2,biz-shim href,count 5,count 6
https://www.yelp.com/user_details?userid=yVKldYqyQ2DW7I8cH8DNVQ,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,Liz K.,"Washington, DC",friends,241,reviews,69,photos,[object Object],30,,,https://www.yelp.com/biz_share/rYc8maCCT-zleaQdEBKweA/review/xO8Q8ob-Y2pSnZPl-Sa22g,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=xO8Q8ob-Y2pSnZPl-Sa22g&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60&user_id=yVKldYqyQ2DW7I8cH8DNVQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=yVKldYqyQ2DW7I8cH8DNVQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60,Send message,https://www.yelp.com/following_user/add?dst_user_id=yVKldYqyQ2DW7I8cH8DNVQ&previous_url=https://www.yelp.com/biz/gaslight-coffee-roasters-chicago?start=60,Follow Liz K.,https://www.yelp.com/following_user/remove?dst_user_id=yVKldYqyQ2DW7I8cH8DNVQ&previous_url=https://www.yelp.com/biz/gaslight-coffee-roasters-chicago?start=60,Stop following Liz K.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,7/10/2017,1 check-in,[object Object],"Your run-of-the-mill hipster coffee shop in Logan square.  That being said, I think they've made really good use of the unique shape of the building.  A decent study spot, seating was fairly ample when we arrived.  The food and coffee was a bit on the pricey side, but I was pleased that my iced coffee was a decent size for what I payed, and the grilled cheese was undeniably delicious.",Was this review …?,,,Useful,,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=rYc8maCCT-zleaQdEBKweA&flag_id=xO8Q8ob-Y2pSnZPl-Sa22g&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60,Report review,https://s3-media1.fl.yelpcdn.com/bphoto/QqA9LJmXdPzcWFwGXRqoBw/348s.jpg,https://www.yelp.com/biz_photos/gaslight-coffee-roasters-chicago?reviewid=xO8Q8ob-Y2pSnZPl-Sa22g&select=QqA9LJmXdPzcWFwGXRqoBw,,
https://www.yelp.com/user_details?userid=0uc75olWgegH1ukZ1WLnEQ,https://s3-media3.fl.yelpcdn.com/photo/T7BWWamoOJPxjGqtmyhX1g/60s.jpg,Gina B.,"Chicago, IL",friends,159,reviews,88,photos,[object Object],103,,,https://www.yelp.com/biz_share/rYc8maCCT-zleaQdEBKweA/review/Ih50ny3RmusneSEkyL9AUA,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=Ih50ny3RmusneSEkyL9AUA&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60&user_id=0uc75olWgegH1ukZ1WLnEQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=0uc75olWgegH1ukZ1WLnEQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60,Send message,https://www.yelp.com/following_user/add?dst_user_id=0uc75olWgegH1ukZ1WLnEQ&previous_url=https://www.yelp.com/biz/gaslight-coffee-roasters-chicago?start=60,Follow Gina B.,https://www.yelp.com/following_user/remove?dst_user_id=0uc75olWgegH1ukZ1WLnEQ&previous_url=https://www.yelp.com/biz/gaslight-coffee-roasters-chicago?start=60,Stop following Gina B.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,7/29/2016,1 check-in,[object Object],"I thoroughly enjoy coffee, so I was excited to try this place. First of all, the drip coffee is good and strong. There is a sharp taste when you drink it black (like I do), but I'm sure with a little cream or milk that would mellow out a bit. The ambiance is chill, and the space is wide and open. It's great for working or reading, which many people were doing.The reason why this is getting 3 stars is solely due to service. It almost seems like the people at the register and serving coffee don't want to be there, and it shows in their service.",4 people voted for this review,,,Useful,4,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=rYc8maCCT-zleaQdEBKweA&flag_id=Ih50ny3RmusneSEkyL9AUA&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60,Report review,,,,1
https://www.yelp.com/user_details?userid=DbPNewgd8LBQnOdLf8eW_w,https://s3-media1.fl.yelpcdn.com/photo/Ygl2S_HnOSc-IlsjxeaftQ/60s.jpg,Caitlin G.,"Chicago, IL",friends,22,reviews,14,,,,,,https://www.yelp.com/biz_share/rYc8maCCT-zleaQdEBKweA/review/hXVFLnwc2JHisIzFRhhbYw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=hXVFLnwc2JHisIzFRhhbYw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60&user_id=DbPNewgd8LBQnOdLf8eW_w,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=DbPNewgd8LBQnOdLf8eW_w&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60,Send message,https://www.yelp.com/following_user/add?dst_user_id=DbPNewgd8LBQnOdLf8eW_w&previous_url=https://www.yelp.com/biz/gaslight-coffee-roasters-chicago?start=60,Follow Caitlin G.,https://www.yelp.com/following_user/remove?dst_user_id=DbPNewgd8LBQnOdLf8eW_w&previous_url=https://www.yelp.com/biz/gaslight-coffee-roasters-chicago?start=60,Stop following Caitlin G.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,8/26/2016,,,"I DON'T EVEN UNDERSTAND HOW YOU CAN RUN A COFFEE SHOP AND ONLY HAVE ONE SIZE OF ICED COFFEE!! What is this?! Communist Russia?? Jeeblets, when I ask for a large Iced Coffee, I don't expect to get a 12oz coffee, i expect to get A LARGE MOTHER EFFING COFFEE. Bow Truss, I'm looking at you too. This is completely preposterous. Maybe it's on me though for coming back many times hoping for a different result.Additionally, I don't now if my plebeian taste buds are too unsophisticated to enjoy this bitter-af coffee, or if everyone else is just lying and pretending it's really good. Every new coffee shop that pops up reminds me how freaking good Cafe Mustache is. Even though *snooty voice* they don't roast their beans onsite.The three stars mainly go for the interior design and the super friendly staff. And because I feel like a d-bag giving a local place that has really done nothing to me less than 3 stars. Ya know what though? they HAVE done something to me. They gave me a 12oz cup when I asked for a LARGE MOTHER EFFING COFFEE.",6 people voted for this review,,,Useful,1,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=rYc8maCCT-zleaQdEBKweA&flag_id=hXVFLnwc2JHisIzFRhhbYw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60,Report review,,,1,5
https://www.yelp.com/user_details?userid=wNnmGoyCSMPKfjD5hBXTqA,https://s3-media3.fl.yelpcdn.com/photo/D7l9ggl2qMqnSIf8dV9FLQ/60s.jpg,Cristina T.,"Norwood Park, Chicago, IL",friends,194,reviews,8,photos,[object Object],4,,,https://www.yelp.com/biz_share/rYc8maCCT-zleaQdEBKweA/review/vjN2l3k3UQtc0hbSsPK5Tg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=vjN2l3k3UQtc0hbSsPK5Tg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60&user_id=wNnmGoyCSMPKfjD5hBXTqA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=wNnmGoyCSMPKfjD5hBXTqA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60,Send message,https://www.yelp.com/following_user/add?dst_user_id=wNnmGoyCSMPKfjD5hBXTqA&previous_url=https://www.yelp.com/biz/gaslight-coffee-roasters-chicago?start=60,Follow Cristina T.,https://www.yelp.com/following_user/remove?dst_user_id=wNnmGoyCSMPKfjD5hBXTqA&previous_url=https://www.yelp.com/biz/gaslight-coffee-roasters-chicago?start=60,Stop following Cristina T.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,2/6/2017,,,"This place is alright. Won't ever become a fave coffee shop of mine because it just doesn't have the totally ""homey, kick back and enjoy a cup of caffeine as you catch up with a friend"" feel. I'd say it has more of a productive vibe to it. Like if you're looking to catch up on some work or have a meeting on an upcoming project, then this is the place for you. But if you want to enjoy another's company, this wouldn't be my first or even third pick. I would say 5 stars for drinks though, and that's really all that matters, right? Lost a star for the lack of a double door. The windy city wind made the Gaslight pretty cold for the consistent traffic coming in and out with no double door entrance to help yield the chill. Otherwise, pretty decent coffee shop!",Was this review …?,,,Useful,,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=rYc8maCCT-zleaQdEBKweA&flag_id=vjN2l3k3UQtc0hbSsPK5Tg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60,Report review,https://s3-media4.fl.yelpcdn.com/bphoto/5cHYAbK9UfcxExXAGv8Lag/348s.jpg,https://www.yelp.com/biz_photos/gaslight-coffee-roasters-chicago?reviewid=vjN2l3k3UQtc0hbSsPK5Tg&select=5cHYAbK9UfcxExXAGv8Lag,,
https://www.yelp.com/user_details?userid=5hbs6TwGyT2YQKeN3xef_A,https://s3-media4.fl.yelpcdn.com/photo/gYAP2sYIoKQ_NUfjjJ_w2A/60s.jpg,Lauren K.,"Lake Forest, IL",friends,517,reviews,612,photos,[object Object],2818,Elite ’18,https://www.yelp.com/elite,https://www.yelp.com/biz_share/rYc8maCCT-zleaQdEBKweA/review/a146_DHCp7_RaPaH3bHoMA,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=a146_DHCp7_RaPaH3bHoMA&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60&user_id=5hbs6TwGyT2YQKeN3xef_A,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=5hbs6TwGyT2YQKeN3xef_A&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60,Send message,https://www.yelp.com/following_user/add?dst_user_id=5hbs6TwGyT2YQKeN3xef_A&previous_url=https://www.yelp.com/biz/gaslight-coffee-roasters-chicago?start=60,Follow Lauren K.,https://www.yelp.com/following_user/remove?dst_user_id=5hbs6TwGyT2YQKeN3xef_A&previous_url=https://www.yelp.com/biz/gaslight-coffee-roasters-chicago?start=60,Stop following Lauren K.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,7/1/2016,1 check-in,[object Object],"Gaslight Coffee Roasters definitely didn't light a fire under my desire, and in fact it dissuaded me from all the hope I had for this place.  I walked into Gaslight Coffee Roasters thinking that maybe I'd hit the jackpot for coffee and atmosphere, but I was wrong.  This café is clearly a beloved café for many, but it definitely didn't suit me and my needs.  I came here for a business meeting and although there appeared to be several people busily doing their work, I couldn't concentrate, or even hear my thoughts, because the music was so incredibly loud.  It seemed to me that the music got louder while I was there; I know coffee shops can't cater to everybody, but knowing that coffee shops do attract business people during the day it would be better if the music ""fit the bill"", so to speak.Besides the music, which was painfully dreadful in addition to being loud, the atmosphere felt very strange to me.  There were bags of coffee grounds just laid on the ground, and although this was assumedly for some artistic appeal it really just got in my way and looked out of place.  A lot of the decorations in this café looked odd and out of place which is probably why it felt a tad bit uncomfortable being in here.  Clearly, I was not a happy camper with the atmosphere and that's also in part to the lack of table space in here.  There's plenty of small tables, but they were all taken up - and this was in the middle of the day on a weekday.  I had nowhere to sit except for at the bar where the baristas were exchanging inappropriate jokes in front of patrons, like myself.  Onto the coffee - well, it was okay.  I got the drip coffee which had a hint of back cherry and vanilla in it;  the coffee was a little bit bitter, but a lot of cream and sugar helped that.  The coffee definitely was not terrible, but I can say that I would not get it again...even if I could add all the cream and sugar in the world.  I'd probably have gotten something else to drink, but there was barely anything to choose from.  They offered the essential drinks, but nothing that really tickled my fancy - I want my fancy drinks and I want them now.  No, I can go for good solid coffee, but I was underwhelmed by this coffee.  I was underwhelmed by their snack selection too...I bet that some of the ""legitimate"" food is quite good, but I wasn't able to indulge in it.  For the price this was also disappointing...I don't mind paying for good, jolting coffee, but if I'm going to pay a pretty penny for a mediocre drink I'll just go to Starbucks.",5 people voted for this review,,,Useful,3,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=rYc8maCCT-zleaQdEBKweA&flag_id=a146_DHCp7_RaPaH3bHoMA&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60,Report review,,,3,3
https://www.yelp.com/user_details?userid=gS23Ot22HNVWNZFa5C05gA,https://s3-media1.fl.yelpcdn.com/photo/8RlXt43w7vKl-Be888qVig/60s.jpg,Matt M.,"Chicago, IL",friends,7,reviews,35,photos,[object Object],14,,,https://www.yelp.com/biz_share/rYc8maCCT-zleaQdEBKweA/review/omAPo8s07YK6I429XqZeqQ,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=omAPo8s07YK6I429XqZeqQ&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60&user_id=gS23Ot22HNVWNZFa5C05gA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=gS23Ot22HNVWNZFa5C05gA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60,Send message,https://www.yelp.com/following_user/add?dst_user_id=gS23Ot22HNVWNZFa5C05gA&previous_url=https://www.yelp.com/biz/gaslight-coffee-roasters-chicago?start=60,Follow Matt M.,https://www.yelp.com/following_user/remove?dst_user_id=gS23Ot22HNVWNZFa5C05gA&previous_url=https://www.yelp.com/biz/gaslight-coffee-roasters-chicago?start=60,Stop following Matt M.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,12/24/2016,2 check-ins,[object Object],"Great coffee shop. As a regular at a few intelligentsia's in the city I enjoyed this place a lot. I stopped in Gaslight one morning when I was in the neighborhood running some errands. I stopped in and got a latte and stayed while to read my book. I went on a Saturday around 11am and the store was a bit crowded but I was able to find a place without a problem.The baristas were friendly and my latte tasted fine. The decor and ambiance was pretty cool. It was kind of a rustic, woody feel to the place. While I was there reading my book for about an hour the other patrons were either chatting with friends, working on laptops alone, or reading like me. Definitely a chill place to get some good coffee/espresso and relax.Would definitely recommend, I did not give Gaslight 5 stars simply because it was not the BEST espresso I ever had and when reviewing a coffee shop if it's not the best I don't think it warrants a 5. GREAT place though!",Was this review …?,,,Useful,,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=rYc8maCCT-zleaQdEBKweA&flag_id=omAPo8s07YK6I429XqZeqQ&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60,Report review,,,,
https://www.yelp.com/user_details?userid=OQTJjJNPfZUBpm2LwLwQFA,https://s3-media4.fl.yelpcdn.com/photo/_mF1BTXC-Ebc6ELe3Owj9w/60s.jpg,Kara B.,"Chicago, IL",friends,410,reviews,125,photos,[object Object],42,,,https://www.yelp.com/biz_share/rYc8maCCT-zleaQdEBKweA/review/0QGMMgGi6i1BtMK_deZCzg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=0QGMMgGi6i1BtMK_deZCzg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60&user_id=OQTJjJNPfZUBpm2LwLwQFA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=OQTJjJNPfZUBpm2LwLwQFA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60,Send message,https://www.yelp.com/following_user/add?dst_user_id=OQTJjJNPfZUBpm2LwLwQFA&previous_url=https://www.yelp.com/biz/gaslight-coffee-roasters-chicago?start=60,Follow Kara B.,https://www.yelp.com/following_user/remove?dst_user_id=OQTJjJNPfZUBpm2LwLwQFA&previous_url=https://www.yelp.com/biz/gaslight-coffee-roasters-chicago?start=60,Stop following Kara B.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,6/6/2015,7 check-ins,[object Object],"Great place in Logan Square. Was slightly confused when they didn't have a sign on their door (and instead graffiti) but it's totally welcoming and bright once you walk in.The interior was one of the best things about this place. It's huge and open with plenty of seating to enjoy your drink. There is a big bright window overlooking Milwaukee avenue. The interior has a rustic feel but is still very put together and doesn't seem to be trying too hard. Very comfortable to sit and talk for awhile.I got a skim chai latte (amazing) and my husband got their basic drip coffee. He's a huge coffee snob and he said it was great. Will definitely be back here...great place to study, relax, talk, or just get caffeinated!",3 people voted for this review,,,Useful,3,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=rYc8maCCT-zleaQdEBKweA&flag_id=0QGMMgGi6i1BtMK_deZCzg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60,Report review,https://s3-media4.fl.yelpcdn.com/bphoto/Qm44eCfsZYyYILhCjtqSZA/348s.jpg,https://www.yelp.com/biz_photos/gaslight-coffee-roasters-chicago?reviewid=0QGMMgGi6i1BtMK_deZCzg&select=Qm44eCfsZYyYILhCjtqSZA,,
https://www.yelp.com/user_details?userid=yH7UtVGKYQ0L7NY_8keANw,https://s3-media4.fl.yelpcdn.com/photo/hdkfR1z46fWuRoSiboSiCg/60s.jpg,Noah F.,"Chicago, IL",friends,14,reviews,16,,,,,,https://www.yelp.com/biz_share/rYc8maCCT-zleaQdEBKweA/review/ow5HedYuno_lmSPTig60Fg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=ow5HedYuno_lmSPTig60Fg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60&user_id=yH7UtVGKYQ0L7NY_8keANw,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=yH7UtVGKYQ0L7NY_8keANw&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60,Send message,https://www.yelp.com/following_user/add?dst_user_id=yH7UtVGKYQ0L7NY_8keANw&previous_url=https://www.yelp.com/biz/gaslight-coffee-roasters-chicago?start=60,Follow Noah F.,https://www.yelp.com/following_user/remove?dst_user_id=yH7UtVGKYQ0L7NY_8keANw&previous_url=https://www.yelp.com/biz/gaslight-coffee-roasters-chicago?start=60,Stop following Noah F.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,8/22/2016,,,"Came here around 11:30am on a weekday - it was crowded but tables opened up within a few minutes. WiFi is strong and outlets are abundant.I bought a cappuccino and some food. The coffee was excellent. The food was called ""NOT Bagel and Lox"" - it was smoked salmon and dill cream cheese on a hearty piece of toast. A little expensive ($10.50) for what it was. It also took 25 minutes which seemed a bit excessive. Other than that though, food and coffee were great. One star taken off for price and time taken, but I definitely recommend this place.",1 person voted for this review,,,Useful,1,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=rYc8maCCT-zleaQdEBKweA&flag_id=ow5HedYuno_lmSPTig60Fg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60,Report review,,,,
https://www.yelp.com/user_details?userid=jyoRTd9KbwzWI16gh8sdaA,https://s3-media3.fl.yelpcdn.com/photo/Qe4XIFjozCDBhDNku0Nfcg/60s.jpg,Albert L.,"Sterling, VA",friends,527,reviews,448,photos,[object Object],139,Elite ’18,https://www.yelp.com/elite,https://www.yelp.com/biz_share/rYc8maCCT-zleaQdEBKweA/review/YIMURnn03uItnMYKMxFb2A,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=YIMURnn03uItnMYKMxFb2A&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60&user_id=jyoRTd9KbwzWI16gh8sdaA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=jyoRTd9KbwzWI16gh8sdaA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60,Send message,https://www.yelp.com/following_user/add?dst_user_id=jyoRTd9KbwzWI16gh8sdaA&previous_url=https://www.yelp.com/biz/gaslight-coffee-roasters-chicago?start=60,Follow Albert L.,https://www.yelp.com/following_user/remove?dst_user_id=jyoRTd9KbwzWI16gh8sdaA&previous_url=https://www.yelp.com/biz/gaslight-coffee-roasters-chicago?start=60,Stop following Albert L.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,5/28/2015,1 check-in,[object Object],"Cool ""little"" corner coffee shop in the Bucktown area.Everything inside is wooden, and you definitely get that hipster-y vibe. The coffee is good, the staff is nice, the ambiance is great for hanging out to take a break. Lots of seating around the perimeter, but they could probably use a bit more along the left side ... Anyway, a solid coffee shop.",2 people voted for this review,,,Useful,2,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=rYc8maCCT-zleaQdEBKweA&flag_id=YIMURnn03uItnMYKMxFb2A&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60,Report review,,,1,
https://www.yelp.com/user_details?userid=XyRUGNWNcpvtXYQHRx-ZTQ,https://s3-media2.fl.yelpcdn.com/photo/mvxz-R3n-FjO8notm4euRA/60s.jpg,Russ B.,"Chicago, IL",friends,86,reviews,35,photos,[object Object],17,,,https://www.yelp.com/biz_share/rYc8maCCT-zleaQdEBKweA/review/6GDlYGuX2TkZIqDY8pZ7eA,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=6GDlYGuX2TkZIqDY8pZ7eA&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60&user_id=XyRUGNWNcpvtXYQHRx-ZTQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=XyRUGNWNcpvtXYQHRx-ZTQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60,Send message,https://www.yelp.com/following_user/add?dst_user_id=XyRUGNWNcpvtXYQHRx-ZTQ&previous_url=https://www.yelp.com/biz/gaslight-coffee-roasters-chicago?start=60,Follow Russ B.,https://www.yelp.com/following_user/remove?dst_user_id=XyRUGNWNcpvtXYQHRx-ZTQ&previous_url=https://www.yelp.com/biz/gaslight-coffee-roasters-chicago?start=60,Stop following Russ B.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,5/13/2017,,,"Coffee was spot on, smooth and not rough or acidic. Great place for one on one meetings.",Was this review …?,,,Useful,,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=rYc8maCCT-zleaQdEBKweA&flag_id=6GDlYGuX2TkZIqDY8pZ7eA&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgaslight-coffee-roasters-chicago%3Fstart%3D60,Report review,,,,
