js-analytics-click href,photo-box-img src,user-display-name,user-location,friend-count,friend-count 2,review-count,review-count 2,photo-count,icon_svg href 3,photo-count 2,arrange href,icon_svg href 4,action-link_label,arrange href 2,action-link_label 2,arrange href 3,action-link_label 3,arrange href 4,action-link_label 4,arrange href 5,action-link_label 5,arrange href 6,action-link_label 6,offscreen src,rating-qualifier,review-content,voting-intro,js-review-feedback-voter-list,js-review-feedback-voter-list href,vote-type,count,vote-type 2,vote-type 3,u-space-b3,u-space-b3 src,u-space-b2,ybtn,js-maybe-later-button,chiclet-link href,tooltip,is-elite,is-elite href,review-tags_item,icon_svg href 14,photo-box-img src 2,biz-shim href,count 3
https://www.yelp.com/user_details?userid=aB5MxSaGkIA1MJh6uxjh-g,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,bridget j.,"Chicago, IL",friends,0,reviews,37,,,,https://www.yelp.com/biz_share/0sp7zjPiP3V-ojIF38g-1w/review/aGfIDNQgAp2isio-uw94Mw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=aGfIDNQgAp2isio-uw94Mw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20&user_id=aB5MxSaGkIA1MJh6uxjh-g,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=aB5MxSaGkIA1MJh6uxjh-g&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=aB5MxSaGkIA1MJh6uxjh-g&previous_url=https://www.yelp.com/biz/volumes-bookcafe-chicago?start=20,Follow bridget j.,https://www.yelp.com/following_user/remove?dst_user_id=aB5MxSaGkIA1MJh6uxjh-g&previous_url=https://www.yelp.com/biz/volumes-bookcafe-chicago?start=20,Stop following bridget j.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,10/30/2018,We sought out Volumes on a Wicker Park tour of bookstores. Enjoyed reading and getting some new books for myself and kids.,Was this review …?,,,Useful,,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=0sp7zjPiP3V-ojIF38g-1w&flag_id=aGfIDNQgAp2isio-uw94Mw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20,Report review,,,,,,,
https://www.yelp.com/user_details?userid=qWYrCc_aIWdg7VhPqFyJ8g,https://s3-media1.fl.yelpcdn.com/photo/yWo5rItq7nWaKu7jYvecWg/60s.jpg,Avneet C.,"Darien, IL",friends,133,reviews,17,photos,[object Object],11,https://www.yelp.com/biz_share/0sp7zjPiP3V-ojIF38g-1w/review/AtZOrQFem0IFf9OxvxB01A,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=AtZOrQFem0IFf9OxvxB01A&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20&user_id=qWYrCc_aIWdg7VhPqFyJ8g,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=qWYrCc_aIWdg7VhPqFyJ8g&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=qWYrCc_aIWdg7VhPqFyJ8g&previous_url=https://www.yelp.com/biz/volumes-bookcafe-chicago?start=20,Follow Avneet C.,https://www.yelp.com/following_user/remove?dst_user_id=qWYrCc_aIWdg7VhPqFyJ8g&previous_url=https://www.yelp.com/biz/volumes-bookcafe-chicago?start=20,Stop following Avneet C.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,12/13/2017,"I'd give this place a 3 for food/coffee but a 4 for environment. I still haven't gotten accustomed to Metropolis coffee- it's too sour for my taste. Berry scone had a good filling but was too dry. Wonderful place to study though, with lots of outlets and plenty of comfy seating (I came here because Wormhole was full, and was not disappointed to find ample seating). Will revisit when I need to get work done. The Harry Potter themed drinks were very creative, I will try those next time as well!",voted for this review,Sarah S.,javascript:;,Useful,1,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=0sp7zjPiP3V-ojIF38g-1w&flag_id=AtZOrQFem0IFf9OxvxB01A&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20,Report review,,,,,https://s3-media4.fl.yelpcdn.com/bphoto/ppeY3UofzpQB5xrLGGywmw/348s.jpg,https://www.yelp.com/biz_photos/volumes-bookcafe-chicago?reviewid=AtZOrQFem0IFf9OxvxB01A&select=ppeY3UofzpQB5xrLGGywmw,
https://www.yelp.com/user_details?userid=HhV8b9pBRLBYhbNWqY4srg,https://s3-media2.fl.yelpcdn.com/photo/aKzOmFzKjc5CF-HxXWvVIg/60s.jpg,Anastasia O.,"West Town, Chicago, IL",friends,7,reviews,4,,,,https://www.yelp.com/biz_share/0sp7zjPiP3V-ojIF38g-1w/review/f3_fbRZVpe55AHVo-OhaKQ,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=f3_fbRZVpe55AHVo-OhaKQ&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20&user_id=HhV8b9pBRLBYhbNWqY4srg,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=HhV8b9pBRLBYhbNWqY4srg&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=HhV8b9pBRLBYhbNWqY4srg&previous_url=https://www.yelp.com/biz/volumes-bookcafe-chicago?start=20,Follow Anastasia O.,https://www.yelp.com/following_user/remove?dst_user_id=HhV8b9pBRLBYhbNWqY4srg&previous_url=https://www.yelp.com/biz/volumes-bookcafe-chicago?start=20,Stop following Anastasia O.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,3/26/2018,"Went there yesterday and now volumes is my favorite coffee place! Good service, fast internet and the BEST LATTE I'VE EVER TRIED!thank you",voted for this review,Salma A. and 1 other,javascript:;,Useful,1,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=0sp7zjPiP3V-ojIF38g-1w&flag_id=f3_fbRZVpe55AHVo-OhaKQ&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20,Report review,,,,,,,1
https://www.yelp.com/user_details?userid=GRjIAaXgchRyMIH_qapnwg,https://s3-media3.fl.yelpcdn.com/photo/0fC4DkAXue8j1fY6hL1y_A/60s.jpg,Melody S.,"Rancho Palos Verdes, CA",friends,813,reviews,115,photos,[object Object],272,https://www.yelp.com/biz_share/0sp7zjPiP3V-ojIF38g-1w/review/eywTBxz5A-DakweKfazcfw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=eywTBxz5A-DakweKfazcfw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20&user_id=GRjIAaXgchRyMIH_qapnwg,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=GRjIAaXgchRyMIH_qapnwg&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=GRjIAaXgchRyMIH_qapnwg&previous_url=https://www.yelp.com/biz/volumes-bookcafe-chicago?start=20,Follow Melody S.,https://www.yelp.com/following_user/remove?dst_user_id=GRjIAaXgchRyMIH_qapnwg&previous_url=https://www.yelp.com/biz/volumes-bookcafe-chicago?start=20,Stop following Melody S.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,7/24/2017,"This bookstore is truly a hidden gem! I first noticed this bookstore because they claimed to be a coffee shop as well. As a coffee addict and bookworm, I knew this cafe was calling my name. The interior design of this bookcase is so modern, clean, and organized. I would come here to study/read/work everyday if I lived in the area. They hold reading/speaking performances every so often. They also host authors at this bookstore, so I would definitely recommend stopping by to possibly run into an author ;)",voted for this review,Francis R. and 2 others,javascript:;,Useful,1,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=0sp7zjPiP3V-ojIF38g-1w&flag_id=eywTBxz5A-DakweKfazcfw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20,Report review,Elite ’18,https://www.yelp.com/elite,1 check-in,[object Object],,,3
https://www.yelp.com/user_details?userid=Q2PfBx6KqRq1cPTphazPLQ,https://s3-media4.fl.yelpcdn.com/photo/0o1nA4gxzvKF7w08mQ2ZXw/60s.jpg,Calvin C.,"New York, NY",friends,538,reviews,47,photos,[object Object],39,https://www.yelp.com/biz_share/0sp7zjPiP3V-ojIF38g-1w/review/QkY7XM21hp7xlTQQvfCNtw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=QkY7XM21hp7xlTQQvfCNtw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20&user_id=Q2PfBx6KqRq1cPTphazPLQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=Q2PfBx6KqRq1cPTphazPLQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=Q2PfBx6KqRq1cPTphazPLQ&previous_url=https://www.yelp.com/biz/volumes-bookcafe-chicago?start=20,Follow Calvin C.,https://www.yelp.com/following_user/remove?dst_user_id=Q2PfBx6KqRq1cPTphazPLQ&previous_url=https://www.yelp.com/biz/volumes-bookcafe-chicago?start=20,Stop following Calvin C.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,7/24/2017,"One of the most wonderful bookstores i've ever been at. With a vast selection of coffee to enjoy at the seating area, Volumes book cafe provides a very comfortable vibe to do work or read at.bookshelves have short synopsis written by staffs, recommending intriguing and exciting staff picks. Volume bookstores feels very welcoming and seems like a great place for any book lovers to hang out at.",voted for this review,Melody S. and 2 others,javascript:;,Useful,1,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=0sp7zjPiP3V-ojIF38g-1w&flag_id=QkY7XM21hp7xlTQQvfCNtw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20,Report review,,,1 check-in,[object Object],https://s3-media2.fl.yelpcdn.com/bphoto/6bSbtqw6yAUwFqId6nmwMQ/168s.jpg,https://www.yelp.com/biz_photos/volumes-bookcafe-chicago?reviewid=QkY7XM21hp7xlTQQvfCNtw&select=6bSbtqw6yAUwFqId6nmwMQ,2
https://www.yelp.com/user_details?userid=9jnLyw0vcc8YSRaRBojGTA,https://s3-media4.fl.yelpcdn.com/photo/bDtFuU4sjMF_4oldpJ4P-g/60s.jpg,Nicholas R.,"Chicago, IL",friends,18,reviews,36,photos,[object Object],4,https://www.yelp.com/biz_share/0sp7zjPiP3V-ojIF38g-1w/review/wrc3w0K3LfIjENb0IVUQFw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=wrc3w0K3LfIjENb0IVUQFw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20&user_id=9jnLyw0vcc8YSRaRBojGTA,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=9jnLyw0vcc8YSRaRBojGTA&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=9jnLyw0vcc8YSRaRBojGTA&previous_url=https://www.yelp.com/biz/volumes-bookcafe-chicago?start=20,Follow Nicholas R.,https://www.yelp.com/following_user/remove?dst_user_id=9jnLyw0vcc8YSRaRBojGTA&previous_url=https://www.yelp.com/biz/volumes-bookcafe-chicago?start=20,Stop following Nicholas R.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,3/20/2018,"This an amazing place to have a coffee, meet up with friends to catch up, or just get some work done.Their book selection is great, and it's fun talking about different books/ series with the owners. They have a great kids book area that makes it easy for your kiddos to have something to do while you're sipping or browsing. They have a full events calendar and have something fun to take part in any day of the week! Check them out!",1 person voted for this review,,,Useful,,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=0sp7zjPiP3V-ojIF38g-1w&flag_id=wrc3w0K3LfIjENb0IVUQFw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20,Report review,,,,,,,1
https://www.yelp.com/user_details?userid=ok7yjQ5Bcz2R55J-SwQGuQ,https://s3-media3.fl.yelpcdn.com/photo/sZOZKjXEHyFThUlIWAslFw/60s.jpg,Cassandra A.,"Chicago, IL",friends,68,reviews,228,photos,[object Object],338,https://www.yelp.com/biz_share/0sp7zjPiP3V-ojIF38g-1w/review/H2egoJP_zKZ_4RYPbGSRiA,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=H2egoJP_zKZ_4RYPbGSRiA&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20&user_id=ok7yjQ5Bcz2R55J-SwQGuQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=ok7yjQ5Bcz2R55J-SwQGuQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=ok7yjQ5Bcz2R55J-SwQGuQ&previous_url=https://www.yelp.com/biz/volumes-bookcafe-chicago?start=20,Follow Cassandra A.,https://www.yelp.com/following_user/remove?dst_user_id=ok7yjQ5Bcz2R55J-SwQGuQ&previous_url=https://www.yelp.com/biz/volumes-bookcafe-chicago?start=20,Stop following Cassandra A.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,9/7/2017,First visit today and really liked it! It's really clean and aesthetically pleasing so I'm sure I'll be back to sit and read and relax. I loved the simple lay out and also really into the Blind Date with a Book idea! I didn't have cash so I'll have to come back to buy one (it goes to charity so cash donation for that only).,Was this review …?,,,Useful,,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=0sp7zjPiP3V-ojIF38g-1w&flag_id=H2egoJP_zKZ_4RYPbGSRiA&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20,Report review,Elite ’18,https://www.yelp.com/elite,,,https://s3-media4.fl.yelpcdn.com/bphoto/9imlHfsvUCzffSankqIKLw/348s.jpg,https://www.yelp.com/biz_photos/volumes-bookcafe-chicago?reviewid=H2egoJP_zKZ_4RYPbGSRiA&select=9imlHfsvUCzffSankqIKLw,
https://www.yelp.com/user_details?userid=WSYK4dwUGbBz2ww_-raRJQ,https://s3-media3.fl.yelpcdn.com/photo/1v9N42TCKLggCKIEEs5wpQ/60s.jpg,Cecilia C.,Hong Kong,friends,83,reviews,164,photos,[object Object],108,https://www.yelp.com/biz_share/0sp7zjPiP3V-ojIF38g-1w/review/p3dKrbUgd0rNHMMF6unP0g,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=p3dKrbUgd0rNHMMF6unP0g&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20&user_id=WSYK4dwUGbBz2ww_-raRJQ,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=WSYK4dwUGbBz2ww_-raRJQ&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=WSYK4dwUGbBz2ww_-raRJQ&previous_url=https://www.yelp.com/biz/volumes-bookcafe-chicago?start=20,Follow Cecilia C.,https://www.yelp.com/following_user/remove?dst_user_id=WSYK4dwUGbBz2ww_-raRJQ&previous_url=https://www.yelp.com/biz/volumes-bookcafe-chicago?start=20,Stop following Cecilia C.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,8/14/2017,"Absolutely love this book cafe. Very cute little book store that also serves you drinks. One of the best spot at wicker park. They also have benches in the book store section that let u sit while u flip through the books, magazines. They also have a section for kids. And even a clean bathroom. How good is that. Why do we not have more book cafes like that ? I am used to growing up in book store as a kid and just wonder how kids these days don't have the opportunity to do that anymore with the technology and internet. Oh by the way, the staff were super nice too! Highly recommend their shop.",1 person voted for this review,,,Useful,,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=0sp7zjPiP3V-ojIF38g-1w&flag_id=p3dKrbUgd0rNHMMF6unP0g&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20,Report review,Elite ’18,https://www.yelp.com/elite,,,https://s3-media1.fl.yelpcdn.com/bphoto/p-HXOI7a4CEolCgYKdVPWw/348s.jpg,https://www.yelp.com/biz_photos/volumes-bookcafe-chicago?reviewid=p3dKrbUgd0rNHMMF6unP0g&select=p-HXOI7a4CEolCgYKdVPWw,1
https://www.yelp.com/user_details?userid=6bFkl9kzAzKhL7Dkw5QOjg,https://s3-media3.fl.yelpcdn.com/photo/2cde2Q1-sUVHtg05GhPXrw/60s.jpg,Sara M.,"Chicago, IL",friends,166,reviews,221,photos,[object Object],93,https://www.yelp.com/biz_share/0sp7zjPiP3V-ojIF38g-1w/review/f5CS88b_3LenvyTqQUTZBg,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=f5CS88b_3LenvyTqQUTZBg&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20&user_id=6bFkl9kzAzKhL7Dkw5QOjg,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=6bFkl9kzAzKhL7Dkw5QOjg&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=6bFkl9kzAzKhL7Dkw5QOjg&previous_url=https://www.yelp.com/biz/volumes-bookcafe-chicago?start=20,Follow Sara M.,https://www.yelp.com/following_user/remove?dst_user_id=6bFkl9kzAzKhL7Dkw5QOjg&previous_url=https://www.yelp.com/biz/volumes-bookcafe-chicago?start=20,Stop following Sara M.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,8/17/2017,"I love volumes! This place is a book store with a cafe! I love a few doors down and this place is def my stop after work to get my ""I made it through another day of work latte."" They have a rewards program applies to all purchase books/cafe etc. $1=$1 point after you spend $100 you get 10 back. It's the best when I get that $10 reward it's like 3 or 4 ice coffees. I don't generally buy books I'm not as avid of a reader as I would like to be. I have gotten some nice jigsaw puzzles from them, as well as, adult coloring books and good little gifts for the avid reader in your life. The staff is very friendly and a knowledgeable for book recommendations. I really love this place great spot to check out in wicker park.",Was this review …?,,,Useful,,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=0sp7zjPiP3V-ojIF38g-1w&flag_id=f5CS88b_3LenvyTqQUTZBg&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20,Report review,Elite ’18,https://www.yelp.com/elite,1 check-in,[object Object],,,
https://www.yelp.com/user_details?userid=6tPXsiDVPbJhHpufXZye0g,https://s3-media2.fl.yelpcdn.com/photo/MrMllnUV-kECjIvbQ3ssAA/60s.jpg,Angela S.,"Highland Park, IL",friends,2895,reviews,876,photos,[object Object],8168,https://www.yelp.com/biz_share/0sp7zjPiP3V-ojIF38g-1w/review/YeY6bBKKIug-KkEJKAFJpw,[object Object],Share review,javascript:;,Embed review,https://www.yelp.com/thanx?complimentable_id=YeY6bBKKIug-KkEJKAFJpw&complimentable_type=REVIEW&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20&user_id=6tPXsiDVPbJhHpufXZye0g,Compliment,https://www.yelp.com/mail?action_send_form=1&dst=6tPXsiDVPbJhHpufXZye0g&return_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20,Send message,https://www.yelp.com/following_user/add?dst_user_id=6tPXsiDVPbJhHpufXZye0g&previous_url=https://www.yelp.com/biz/volumes-bookcafe-chicago?start=20,Follow Angela S.,https://www.yelp.com/following_user/remove?dst_user_id=6tPXsiDVPbJhHpufXZye0g&previous_url=https://www.yelp.com/biz/volumes-bookcafe-chicago?start=20,Stop following Angela S.,https://s3-media2.fl.yelpcdn.com/assets/srv0/yelp_design_web/9b34e39ccbeb/assets/img/stars/stars.png,10/7/2016,"Independent all the way!Stopped in on a Wednesday night to this great neighborhood bookstore. Coffee, tea, wine, free WiFi, books...I mean fabulous well-curated books (including a section of cool banned books), and lots of events/happenings.What I really love about Volumes is the kids book section with a kid-friendly reading area. From little kids to middle school to teens, it's one of the best collections I've seen in a seemingly non-kid part of town geared towards hipsters.Here's a rundown of the events they regularly host:- Trivia night every Monday- Storytime for kids every Wed/Sat Morning 10am- Open mic night every 1st Wednesday- All lady comedy showcase every last Wednesday night (I was there during this night)- Book club meet ups every monthCafe tables, bench seating, and comfy area for kiddos. Great lighting, great vibe, in a really beautiful storefront. Can't get enough bookstores in my life, so I wish this place the best. Cool!",voted for this review,Phill C. and 6 others,javascript:;,Useful,7,Funny,Cool,Others will see how you vote!,https://s3-media3.fl.yelpcdn.com/assets/srv0/yelp_deanonymize_ufc/f871a0ff7872/lib/img/200x120_ufc_globe.png,"Heads up: From now on, other Yelpers will be able to see how you voted. Want to chime in?","Yes, Let Me Vote!",Maybe Later,https://www.yelp.com/flag_content?biz_id=0sp7zjPiP3V-ojIF38g-1w&flag_id=YeY6bBKKIug-KkEJKAFJpw&flag_type=review&previous_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fvolumes-bookcafe-chicago%3Fstart%3D20,Report review,Elite ’18,https://www.yelp.com/elite,,,https://s3-media4.fl.yelpcdn.com/bphoto/7wCCSnUzd-Svza5mSK0hYg/348s.jpg,https://www.yelp.com/biz_photos/volumes-bookcafe-chicago?reviewid=YeY6bBKKIug-KkEJKAFJpw&select=7wCCSnUzd-Svza5mSK0hYg,5
